frac_comun,radio_comu,mza_comuna,clado,hn,hp,hd,sgm_mza,rank,segmento
2,10,84,1,4406,11,19,1,3,2
2,10,84,1,4406,10,16,1,5,2
2,10,84,1,4406,10,17,1,5,2
2,10,84,1,4406,9,14,1,7,2
2,10,84,1,4406,9,15,1,7,2
2,10,84,1,4406,8,13,1,9,2
2,10,84,1,4406,7,11,1,10,2
2,10,84,1,4406,7,12,1,10,2
2,10,84,1,4406,6,10,1,12,2
2,10,84,1,4406,5,8,1,13,2
2,10,84,1,4406,5,9,1,13,2
2,10,84,1,4406,4,6,1,15,2
2,10,84,1,4406,4,7,1,15,2
2,10,84,1,4406,3,4,1,17,2
2,10,84,1,4406,3,5,1,17,2
2,10,84,1,4406,2,3,1,19,2
2,10,84,1,4406,1,1,1,20,2
2,10,84,1,4406,1,2,1,20,2
2,10,84,1,4406,0,,1,22,2
2,10,84,2,4425,9,,1,23,2
2,10,84,2,4425,8,8,1,24,2
2,10,84,2,4425,7,7,1,25,2
2,10,84,2,4425,6,6,1,26,2
2,10,84,2,4425,5,5,1,27,2
2,10,84,2,4425,4,4,1,28,2
2,10,84,2,4425,3,3,1,29,2
2,10,84,2,4425,2,2,1,30,2
2,10,84,2,4425,1,1,1,31,2
2,10,84,2,4463,1,1,1,32,2
2,10,85,1,4428,1,,1,1,3
2,10,85,2,4517,2,,1,2,3
2,10,85,2,4517,2,,1,2,3
2,10,85,2,4517,1,,1,4,3
2,10,85,2,4517,1,,1,4,3
2,10,85,2,4521,2,,1,6,3
2,10,85,2,4521,2,,1,6,3
2,10,85,2,4521,2,,1,6,3
2,10,85,2,4521,1,,1,9,3
2,10,85,2,4521,1,,1,9,3
2,10,85,2,4521,1,,1,9,3
2,10,85,3,4495,1,,1,12,3
2,10,85,3,4495,1,,1,12,3
2,10,99,1,4310,7,,1,1,4
2,10,99,1,4310,6,,1,2,4
2,10,99,1,4310,5,,1,3,4
2,10,99,1,4310,4,,1,4,4
2,10,99,1,4310,3,,1,5,4
2,10,99,1,4310,2,,1,6,4
2,10,99,1,4310,1,,1,7,4
2,10,99,1,4310,0,,1,8,4
2,10,99,2,4425,5,,1,9,4
2,10,99,2,4425,3,,1,10,4
2,10,99,2,4425,3,,1,10,4
2,10,99,2,4425,2,,1,12,4
2,10,99,2,4425,2,,1,12,4
2,10,99,2,4425,0,,1,14,4
2,10,99,2,4425,0,,1,14,4
2,10,99,4,4472,0,,1,16,4
2,10,99,4,4472,0,,1,16,4
2,10,99,4,4414,1,,1,18,4
2,10,99,4,4414,1,,1,18,4
2,10,99,4,4410,0,,1,20,4
2,10,100,1,4390,6,,1,1,5
2,10,100,1,4390,5,,1,2,5
2,10,100,1,4390,4,,1,3,5
2,10,100,1,4390,3,,1,4,5
2,10,100,1,4390,2,,1,5,5
2,10,100,1,4390,1,,1,6,5
2,10,100,2,4315,2,,1,7,5
2,10,100,2,4315,2,,1,7,5
2,10,100,2,4315,2,,1,7,5
2,10,100,2,4315,2,,1,7,5
2,10,100,2,4315,2,,1,7,5
2,10,100,2,4315,2,,1,7,5
2,10,100,2,4315,2,,1,7,5
2,10,100,2,4315,2,,1,7,5
2,10,100,2,4315,2,,1,7,5
2,10,100,2,4315,2,,1,7,5
2,10,100,2,4315,4,,1,17,5
2,10,100,2,4315,4,,1,17,5
2,10,100,2,4315,4,,1,17,5
2,10,100,2,4315,4,,1,17,5
2,10,100,2,4315,4,,1,17,5
2,10,100,2,4315,4,,1,17,5
2,10,100,2,4315,4,,1,17,5
2,10,100,2,4315,4,,1,17,5
2,10,100,2,4315,4,,1,17,5
2,10,100,2,4315,3,,1,26,5
2,10,100,2,4315,3,,1,26,5
2,10,100,2,4315,3,,1,26,5
2,10,100,2,4315,3,,1,26,5
2,10,100,2,4315,3,,1,26,5
2,10,100,2,4315,3,,1,26,5
2,10,100,2,4315,3,,1,26,5
2,10,100,2,4315,3,,1,26,5
2,10,100,2,4315,3,,1,26,5
2,10,100,2,4315,3,,1,26,5
2,10,100,2,4315,1,,2,36,6
2,10,100,2,4315,1,,2,36,6
2,10,100,2,4315,1,,2,36,6
2,10,100,2,4315,1,,2,36,6
2,10,100,2,4315,1,,2,36,6
2,10,100,2,4315,1,,2,36,6
2,10,100,2,4315,1,,2,36,6
2,10,100,2,4315,1,,2,36,6
2,10,100,2,4315,1,,2,36,6
2,10,100,2,4315,1,,2,36,6
2,10,100,4,4388,3,,2,46,6
2,10,100,4,4388,3,,2,46,6
2,10,100,4,4388,2,,2,48,6
2,10,100,4,4388,2,,2,48,6
2,10,100,4,4388,2,,2,48,6
2,10,100,4,4388,1,,2,51,6
2,10,100,4,4388,1,,2,51,6
2,10,100,4,4388,1,,2,51,6
2,10,100,4,4312,2,3,2,54,6
2,10,100,4,4312,1,2,2,55,6
2,10,101,1,4334,2,,1,1,7
2,10,101,1,4334,1,,1,2,7
2,11,76,1,3831,1,,1,1,1
2,11,76,2,4435,1,,1,2,1
2,11,76,3,3880,2,7,1,3,1
2,11,76,3,3880,2,8,1,3,1
2,11,76,3,3880,2,9,1,3,1
2,11,76,3,3880,1,4,1,6,1
2,11,76,3,3880,1,5,1,6,1
2,11,76,3,3880,1,6,1,6,1
2,11,76,3,3872,2,,1,9,1
2,11,76,3,3872,1,,1,10,1
2,11,77,2,3901,3,,1,1,2
2,11,77,2,3901,2,,1,2,2
2,11,77,2,3901,1,,1,3,2
2,11,77,2,3969,1,,1,4,2
2,11,77,2,3973,1,,1,5,2
2,11,77,3,4411,1,,1,6,2
2,11,77,3,4421,9,,1,7,2
2,11,77,3,4421,8,,1,8,2
2,11,77,3,4421,7,,1,9,2
2,11,77,3,4421,6,,1,10,2
2,11,77,3,4421,5,,1,11,2
2,11,77,3,4421,4,,1,12,2
2,11,77,3,4421,3,,1,13,2
2,11,77,3,4421,2,,1,14,2
2,11,77,3,4421,1,,1,15,2
2,11,77,4,3976,1,,1,16,2
2,11,79,2,4081,3,,1,1,3
2,11,79,2,4081,3,,1,1,3
2,11,79,2,4081,3,,1,1,3
2,11,79,2,4081,2,,1,4,3
2,11,79,2,4081,2,,1,4,3
2,11,79,2,4081,2,,1,4,3
2,11,79,2,4081,1,,1,7,3
2,11,79,2,4081,1,,1,7,3
2,11,79,2,4081,1,,1,7,3
2,11,79,2,4091,3,,1,10,3
2,11,79,2,4091,3,,1,10,3
2,11,79,2,4091,3,,1,10,3
2,11,79,2,4091,3,,1,10,3
2,11,79,2,4091,2,,1,14,3
2,11,79,2,4091,2,,1,14,3
2,11,79,2,4091,2,,1,14,3
2,11,79,2,4091,2,,1,14,3
2,11,79,2,4091,1,,1,18,3
2,11,79,2,4091,1,,1,18,3
2,11,79,2,4091,1,,1,18,3
2,11,79,2,4091,1,,1,18,3
2,11,79,3,4429,2,,1,22,3
2,11,79,3,4429,2,,1,22,3
2,11,79,3,4429,2,,1,22,3
2,11,79,3,4429,2,,1,22,3
2,11,79,3,4429,2,,1,22,3
2,11,79,3,4429,1,,1,27,3
2,11,79,3,4429,1,,1,27,3
2,11,79,3,4429,1,,1,27,3
2,11,79,3,4429,1,,1,27,3
2,11,79,3,4429,1,,1,27,3
2,11,79,3,4451,3,17,1,32,3
2,11,79,3,4451,3,18,1,32,3
2,11,79,3,4451,3,19,1,32,3
2,11,79,3,4451,3,20,1,32,3
2,11,79,3,4451,3,21,1,32,3
2,11,79,3,4451,3,22,1,32,3
2,11,79,3,4451,3,23,1,32,3
2,11,79,3,4451,2,10,1,39,3
2,11,79,3,4451,2,11,1,39,3
2,11,79,3,4451,2,12,1,39,3
2,11,79,3,4451,2,13,1,39,3
2,11,79,3,4451,2,14,1,39,3
2,11,79,3,4451,2,15,1,39,3
2,11,79,3,4451,2,16,1,39,3
2,11,79,3,4451,1,4,2,46,4
2,11,79,3,4451,1,5,2,46,4
2,11,79,3,4451,1,6,2,46,4
2,11,79,3,4451,1,7,2,46,4
2,11,79,3,4451,1,8,2,46,4
2,11,79,3,4451,1,9,2,46,4
2,11,80,1,4480,1,,1,1,5
2,11,80,1,4468,1,,1,2,5
2,11,80,1,4408,1,2,1,3,5
2,11,80,1,4408,1,,1,3,5
2,11,80,1,4408,1,,1,3,5
2,11,80,2,4115,1,3,1,6,5
2,11,80,2,4191,3,7,1,7,5
2,11,80,2,4191,3,8,1,7,5
2,11,80,2,4191,2,5,1,9,5
2,11,80,2,4191,2,6,1,9,5
2,11,80,2,4191,1,3,1,11,5
2,11,80,2,4191,1,4,1,11,5
2,11,80,2,4195,1,,1,13,5
2,11,80,4,4138,1,4,1,14,5
2,11,104,1,4364,5,,1,1,6
2,11,104,1,4364,5,,1,1,6
2,11,104,1,4364,5,,1,1,6
2,11,104,1,4364,4,,1,4,6
2,11,104,1,4364,4,,1,4,6
2,11,104,1,4364,4,,1,4,6
2,11,104,1,4364,3,,1,7,6
2,11,104,1,4364,3,,1,7,6
2,11,104,1,4364,3,,1,7,6
2,11,104,1,4364,2,,1,10,6
2,11,104,1,4364,2,,1,10,6
2,11,104,1,4364,2,,1,10,6
2,11,104,1,4364,1,,1,13,6
2,11,104,1,4364,1,,1,13,6
2,11,104,1,4364,1,,1,13,6
2,11,104,1,4360,4,,1,16,6
2,11,104,1,4360,3,,1,17,6
2,11,104,1,4360,2,,1,18,6
2,11,104,1,4360,1,,1,19,6
2,11,104,1,4334,5,,1,20,6
2,11,104,1,4334,5,,1,20,6
2,11,104,1,4334,5,,1,20,6
2,11,104,1,4334,5,,1,20,6
2,11,104,1,4334,5,,1,20,6
2,11,104,1,4334,4,,1,25,6
2,11,104,1,4334,4,,1,25,6
2,11,104,1,4334,4,,1,25,6
2,11,104,1,4334,4,,1,25,6
2,11,104,1,4334,4,,1,25,6
2,11,104,1,4334,4,,1,25,6
2,11,104,1,4334,3,,1,31,6
2,11,104,1,4334,3,,1,31,6
2,11,104,1,4334,3,,1,31,6
2,11,104,1,4334,3,,1,31,6
2,11,104,1,4334,3,,1,31,6
2,11,104,1,4334,3,,1,31,6
2,11,104,1,4334,2,,1,37,6
2,11,104,1,4334,2,,1,37,6
2,11,104,1,4334,2,,1,37,6
2,11,104,1,4334,2,,1,37,6
2,11,104,1,4334,2,,1,37,6
2,11,104,1,4334,2,,1,37,6
2,11,104,1,4334,1,,2,43,7
2,11,104,1,4334,1,,2,43,7
2,11,104,1,4334,1,,2,43,7
2,11,104,1,4334,1,,2,43,7
2,11,104,1,4334,1,,2,43,7
2,11,104,1,4334,1,,2,43,7
2,11,104,5,4128,2,,2,49,7
2,11,104,5,4128,2,,2,49,7
2,11,104,5,4128,1,,2,51,7
2,11,104,5,4128,1,,2,51,7
2,11,105,1,4352,6,10,1,1,8
2,11,105,1,4352,5,8,1,2,8
2,11,105,1,4352,5,9,1,2,8
2,11,105,1,4352,4,6,1,4,8
2,11,105,1,4352,4,7,1,4,8
2,11,105,1,4352,3,4,1,6,8
2,11,105,1,4352,3,5,1,6,8
2,11,105,1,4352,2,3,1,8,8
2,11,105,1,4352,1,1,1,9,8
2,11,105,2,4011,3,,1,10,8
2,11,105,2,4011,2,,1,11,8
2,11,105,2,4011,1,,1,12,8
2,11,105,4,4100,5,,1,13,8
2,11,105,4,4100,4,,1,14,8
2,11,105,4,4100,4,,1,14,8
2,11,105,4,4100,4,,1,14,8
2,11,105,4,4100,3,,1,17,8
2,11,105,4,4100,3,,1,17,8
2,11,105,4,4100,3,,1,17,8
2,11,105,4,4100,3,,1,17,8
2,11,105,4,4100,2,,1,21,8
2,11,105,4,4100,2,,1,21,8
2,11,105,4,4100,2,,1,21,8
2,11,105,4,4100,2,,1,21,8
2,11,105,4,4100,1,,1,25,8
2,11,105,4,4100,1,,1,25,8
2,11,105,4,4100,1,,1,25,8
2,11,105,4,4100,1,,1,25,8
2,11,107,2,3999,5,,1,1,9
2,11,107,2,3999,4,,1,2,9
2,11,107,2,3999,4,,1,2,9
2,11,107,2,3999,4,,1,2,9
2,11,107,2,3999,3,,1,5,9
2,11,107,2,3999,3,,1,5,9
2,11,107,2,3999,3,,1,5,9
2,11,107,2,3999,3,,1,5,9
2,11,107,2,3999,2,,1,9,9
2,11,107,2,3999,2,,1,9,9
2,11,107,2,3999,2,,1,9,9
2,11,107,2,3999,2,,1,9,9
2,11,107,2,3999,1,,1,13,9
2,11,107,2,3999,1,,1,13,9
2,11,107,2,3999,1,,1,13,9
2,11,107,2,3999,1,,1,13,9
2,11,107,4,3998,1,4,1,17,9
2,11,107,4,4399,3,2,1,18,9
2,11,107,4,4399,3,9,1,18,9
2,11,107,4,4399,3,10,1,18,9
2,11,107,4,4399,3,11,1,18,9
2,11,107,4,4399,2,5,1,22,9
2,11,107,4,4399,2,6,1,22,9
2,11,107,4,4399,2,7,1,22,9
2,11,107,4,4399,1,3,1,25,9
2,11,111,4,3706,1,,1,1,10
3,1,1,2,4291,4,,1,1,1
3,1,1,2,4291,4,,1,1,1
3,1,1,2,4291,3,,1,3,1
3,1,1,2,4291,3,,1,3,1
3,1,1,2,4291,2,,1,5,1
3,1,1,2,4291,2,,1,5,1
3,1,1,2,4291,1,,1,7,1
3,1,1,2,4291,1,,1,7,1
3,1,1,3,3870,0,,1,9,1
3,1,2,1,4292,1,,1,1,2
3,1,2,3,4285,5,,1,2,2
3,1,2,3,4285,5,,1,2,2
3,1,2,3,4285,5,,1,2,2
3,1,2,3,4285,5,,1,2,2
3,1,2,3,4285,4,,1,6,2
3,1,2,3,4285,4,,1,6,2
3,1,2,3,4285,4,,1,6,2
3,1,2,3,4285,4,,1,6,2
3,1,2,3,4285,3,,1,10,2
3,1,2,3,4285,3,,1,10,2
3,1,2,3,4285,3,,1,10,2
3,1,2,3,4285,3,,1,10,2
3,1,2,3,4285,2,,1,14,2
3,1,2,3,4285,2,,1,14,2
3,1,2,3,4285,2,,1,14,2
3,1,2,3,4285,2,,1,14,2
3,1,2,3,4285,1,,1,18,2
3,1,2,3,4285,1,,1,18,2
3,1,2,3,4285,1,,1,18,2
3,1,2,3,4285,1,,1,18,2
3,1,10,3,4125,4,,1,1,3
3,1,10,3,4125,4,,1,1,3
3,1,10,3,4125,3,,1,3,3
3,1,10,3,4125,3,,1,3,3
3,1,10,3,4125,2,,1,5,3
3,1,10,3,4125,2,,1,5,3
3,1,10,3,4125,1,,1,7,3
3,1,10,3,4125,1,,1,7,3
3,1,10,3,4125,0,,1,9,3
3,1,10,4,3854,2,5,1,10,3
3,1,10,4,3854,2,6,1,10,3
3,1,10,4,3854,1,3,1,12,3
3,1,10,4,3854,1,4,1,12,3
3,1,10,4,3854,0,1,1,14,3
3,1,10,4,3854,0,2,1,14,3
3,1,10,4,3802,6,,1,16,3
3,1,10,4,3802,5,,1,17,3
3,1,10,4,3802,4,,1,18,3
3,1,10,4,3802,3,,1,19,3
3,1,10,4,3802,2,,1,20,3
3,1,10,4,3802,1,,1,21,3
3,1,21,2,3839,4,,1,1,4
3,1,21,2,3877,5,,1,2,4
3,1,21,2,3877,5,,1,2,4
3,1,21,2,3877,5,,1,2,4
3,1,21,2,3877,5,,1,2,4
3,1,21,2,3877,4,,1,6,4
3,1,21,2,3877,4,,1,6,4
3,1,21,2,3877,4,,1,6,4
3,1,21,2,3877,4,,1,6,4
3,1,21,2,3877,3,,1,10,4
3,1,21,2,3877,3,,1,10,4
3,1,21,2,3877,3,,1,10,4
3,1,21,2,3877,3,,1,10,4
3,1,21,2,3877,2,,1,14,4
3,1,21,2,3877,2,,1,14,4
3,1,21,2,3877,2,,1,14,4
3,1,21,2,3877,2,,1,14,4
3,1,21,2,3877,1,,1,18,4
3,1,21,2,3877,1,,1,18,4
3,1,21,2,3877,1,,1,18,4
3,1,21,2,3877,1,,1,18,4
3,1,21,3,4053,5,,1,22,4
3,1,21,3,4053,5,,1,22,4
3,1,21,3,4053,5,,1,22,4
3,1,21,3,4053,5,,1,22,4
3,1,21,3,4053,5,,1,22,4
3,1,21,3,4053,4,,1,27,4
3,1,21,3,4053,4,,1,27,4
3,1,21,3,4053,4,,1,27,4
3,1,21,3,4053,3,,1,30,4
3,1,21,3,4053,3,,1,30,4
3,1,21,3,4053,3,,1,30,4
3,1,21,3,4053,3,,1,30,4
3,1,21,3,4053,3,,1,30,4
3,1,21,3,4053,3,,1,30,4
3,1,21,3,4053,2,,1,36,4
3,1,21,3,4053,2,,1,36,4
3,1,21,3,4053,2,,1,36,4
3,1,21,3,4053,2,,1,36,4
3,1,21,3,4053,2,,1,36,4
3,1,21,3,4053,2,,1,36,4
3,1,21,3,4053,1,,2,42,5
3,1,21,3,4053,1,,2,42,5
3,1,21,3,4053,1,,2,42,5
3,1,21,3,4053,1,,2,42,5
3,1,21,3,4053,1,,2,42,5
3,1,21,3,4053,1,,2,42,5
3,1,21,4,3816,3,,2,48,5
3,1,22,2,3845,5,,1,1,6
3,1,22,2,3845,4,,1,2,6
3,1,22,2,3845,4,,1,2,6
3,1,22,2,3845,3,,1,4,6
3,1,22,2,3845,3,,1,4,6
3,1,22,2,3845,3,,1,4,6
3,1,22,2,3845,3,,1,4,6
3,1,22,2,3845,2,,1,8,6
3,1,22,2,3845,2,,1,8,6
3,1,22,2,3845,2,,1,8,6
3,1,22,2,3845,2,,1,8,6
3,1,22,2,3845,1,,1,12,6
3,1,22,2,3845,1,,1,12,6
3,1,22,2,3845,1,,1,12,6
3,1,22,2,3845,1,,1,12,6
3,1,23,1,3980,1,,1,1,7
3,1,23,2,3815,4,,1,2,7
3,1,23,2,3815,4,,1,2,7
3,1,23,2,3815,3,,1,4,7
3,1,23,2,3815,3,,1,4,7
3,1,23,2,3815,2,,1,6,7
3,1,23,2,3815,2,,1,6,7
3,1,23,2,3815,1,,1,8,7
3,1,23,2,3815,1,,1,8,7
3,1,23,3,3929,5,,1,10,7
3,1,23,3,3929,5,,1,10,7
3,1,23,3,3929,4,,1,12,7
3,1,23,3,3929,4,,1,12,7
3,1,23,3,3929,3,,1,14,7
3,1,23,3,3929,3,,1,14,7
3,1,23,3,3929,2,,1,16,7
3,1,23,3,3929,2,,1,16,7
3,1,23,3,3929,1,,1,18,7
3,1,23,3,3929,1,,1,18,7
3,1,24,2,3791,3,,1,1,8
3,1,24,2,3791,3,,1,1,8
3,1,24,2,3791,3,,1,1,8
3,1,24,2,3791,3,,1,1,8
3,1,24,2,3791,2,,1,5,8
3,1,24,2,3791,2,,1,5,8
3,1,24,2,3791,2,,1,5,8
3,1,24,2,3791,2,,1,5,8
3,1,24,2,3791,1,,1,9,8
3,1,24,2,3791,1,,1,9,8
3,1,24,2,3791,1,,1,9,8
3,1,24,2,3791,1,,1,9,8
3,1,24,3,3971,1,,1,13,8
3,1,24,4,3764,5,,1,14,8
3,1,24,4,3764,5,,1,14,8
3,1,24,4,3764,5,,1,14,8
3,1,24,4,3764,5,,1,14,8
3,1,24,4,3764,5,,1,14,8
3,1,24,4,3764,4,,1,19,8
3,1,24,4,3764,4,,1,19,8
3,1,24,4,3764,4,,1,19,8
3,1,24,4,3764,4,,1,19,8
3,1,24,4,3764,4,,1,19,8
3,1,24,4,3764,3,,1,24,8
3,1,24,4,3764,3,,1,24,8
3,1,24,4,3764,3,,1,24,8
3,1,24,4,3764,3,,1,24,8
3,1,24,4,3764,3,,1,24,8
3,1,24,4,3764,3,,1,24,8
3,1,24,4,3764,2,,1,30,8
3,1,24,4,3764,2,,1,30,8
3,1,24,4,3764,2,,1,30,8
3,1,24,4,3764,2,,1,30,8
3,1,24,4,3764,2,,1,30,8
3,1,24,4,3764,2,,1,30,8
3,1,24,4,3764,1,,1,36,8
3,1,24,4,3764,1,,1,36,8
3,1,24,4,3764,1,,1,36,8
3,1,24,4,3764,1,,1,36,8
3,1,24,4,3764,1,,1,36,8
3,1,24,4,3764,0,,1,41,8
3,1,24,4,3712,5,,1,42,8
3,1,24,4,3712,4,,1,43,8
3,1,24,4,3712,3,,2,44,9
3,1,24,4,3712,2,,2,45,9
3,1,24,4,3712,1,,2,46,9
3,2,3,1,4248,5,16,1,1,1
3,2,3,1,4248,5,17,1,1,1
3,2,3,1,4248,5,18,1,1,1
3,2,3,1,4248,4,13,1,4,1
3,2,3,1,4248,4,14,1,4,1
3,2,3,1,4248,4,15,1,4,1
3,2,3,1,4248,3,10,1,7,1
3,2,3,1,4248,3,11,1,7,1
3,2,3,1,4248,3,12,1,7,1
3,2,3,1,4248,2,7,1,10,1
3,2,3,1,4248,2,8,1,10,1
3,2,3,1,4248,2,9,1,10,1
3,2,3,1,4248,1,4,1,13,1
3,2,3,1,4248,1,5,1,13,1
3,2,3,1,4248,1,6,1,13,1
3,2,3,1,4236,4,27,1,16,1
3,2,3,1,4236,4,28,1,16,1
3,2,3,1,4236,3,24,1,18,1
3,2,3,1,4236,3,25,1,18,1
3,2,3,1,4236,3,26,1,18,1
3,2,3,1,4236,2,21,1,21,1
3,2,3,1,4236,2,22,1,21,1
3,2,3,1,4236,2,23,1,21,1
3,2,3,1,4236,1,18,1,24,1
3,2,3,1,4236,1,19,1,24,1
3,2,3,1,4236,1,20,1,24,1
3,2,3,2,3757,4,,1,27,1
3,2,3,2,3757,3,,1,28,1
3,2,3,2,3757,3,,1,28,1
3,2,3,2,3757,2,,1,30,1
3,2,3,2,3757,2,,1,30,1
3,2,3,2,3757,1,,1,32,1
3,2,3,2,3757,1,,1,32,1
3,2,3,3,4251,1,,1,34,1
3,2,3,4,3726,6,,1,35,1
3,2,3,4,3726,5,,1,36,1
3,2,3,4,3726,5,,1,36,1
3,2,3,4,3726,4,,2,38,2
3,2,3,4,3726,4,,2,38,2
3,2,3,4,3726,3,,2,40,2
3,2,3,4,3726,3,,2,40,2
3,2,3,4,3726,2,,2,42,2
3,2,3,4,3726,2,,2,42,2
3,2,3,4,3726,1,,2,44,2
3,2,3,4,3726,1,,2,44,2
3,2,3,4,3718,5,15,2,46,2
3,2,3,4,3718,4,13,2,47,2
3,2,3,4,3718,4,14,2,47,2
3,2,3,4,3718,3,10,2,49,2
3,2,3,4,3718,3,11,2,49,2
3,2,3,4,3718,3,12,2,49,2
3,2,3,4,3718,2,7,2,52,2
3,2,3,4,3718,2,8,2,52,2
3,2,3,4,3718,2,9,2,52,2
3,2,3,4,3718,1,5,2,55,2
3,2,3,4,3718,1,6,2,55,2
3,2,4,2,3653,4,,1,1,3
3,2,4,2,3653,3,,1,2,3
3,2,4,2,3653,3,,1,2,3
3,2,4,2,3653,2,,1,4,3
3,2,4,2,3653,2,,1,4,3
3,2,4,2,3653,1,,1,6,3
3,2,4,2,3653,1,,1,6,3
3,2,4,2,3691,1,4,1,8,3
3,2,4,3,4219,5,,1,9,3
3,2,4,3,4219,4,,1,10,3
3,2,4,3,4219,4,,1,10,3
3,2,4,3,4219,4,,1,10,3
3,2,4,3,4219,3,,1,13,3
3,2,4,3,4219,3,,1,13,3
3,2,4,3,4219,3,,1,13,3
3,2,4,3,4219,2,,1,16,3
3,2,4,3,4219,2,,1,16,3
3,2,4,3,4219,2,,1,16,3
3,2,4,3,4219,1,,1,19,3
3,2,4,3,4219,1,,1,19,3
3,2,4,3,4219,1,,1,19,3
3,2,4,3,4271,2,7,1,22,3
3,2,4,3,4271,2,8,1,22,3
3,2,4,3,4271,2,9,1,22,3
3,2,4,3,4271,1,4,1,25,3
3,2,4,3,4271,1,5,1,25,3
3,2,4,3,4271,1,6,1,25,3
3,2,4,3,4283,1,,1,28,3
3,2,4,3,4289,1,,1,29,3
3,2,4,4,3682,8,,1,30,3
3,2,4,4,3682,8,,1,30,3
3,2,4,4,3682,7,,1,32,3
3,2,4,4,3682,6,,1,33,3
3,2,4,4,3682,6,,1,33,3
3,2,4,4,3682,5,,1,35,3
3,2,4,4,3682,4,,1,36,3
3,2,4,4,3682,4,,1,36,3
3,2,4,4,3682,3,,1,38,3
3,2,4,4,3682,3,,1,38,3
3,2,4,4,3682,2,,2,40,4
3,2,4,4,3682,2,,2,40,4
3,2,4,4,3682,1,,2,42,4
3,2,4,4,3682,1,,2,42,4
3,2,4,5,3642,8,28,2,44,4
3,2,4,5,3642,8,29,2,44,4
3,2,4,5,3642,8,30,2,44,4
3,2,4,5,3642,7,25,2,47,4
3,2,4,5,3642,7,26,2,47,4
3,2,4,5,3642,7,27,2,47,4
3,2,4,5,3642,6,21,2,50,4
3,2,4,5,3642,6,22,2,50,4
3,2,4,5,3642,6,24,2,50,4
3,2,4,5,3642,5,17,2,53,4
3,2,4,5,3642,5,18,2,53,4
3,2,4,5,3642,5,19,2,53,4
3,2,4,5,3642,5,20,2,53,4
3,2,4,5,3642,4,13,2,57,4
3,2,4,5,3642,4,15,2,57,4
3,2,4,5,3642,4,16,2,57,4
3,2,4,5,3642,4,114,2,57,4
3,2,4,5,3642,3,9,2,61,4
3,2,4,5,3642,3,10,2,61,4
3,2,4,5,3642,3,11,2,61,4
3,2,4,5,3642,3,12,2,61,4
3,2,4,5,3642,2,5,2,65,4
3,2,4,5,3642,2,6,2,65,4
3,2,4,5,3642,2,7,2,65,4
3,2,4,5,3642,2,8,2,65,4
3,2,4,5,3642,1,1,2,69,4
3,2,4,5,3642,1,2,2,69,4
3,2,4,5,3642,1,3,2,69,4
3,2,4,5,3642,1,4,2,69,4
3,2,4,5,3614,1,,2,73,4
3,2,8,2,3655,4,11,1,1,5
3,2,8,2,3655,4,12,1,1,5
3,2,8,2,3655,4,13,1,1,5
3,2,8,2,3655,4,14,1,1,5
3,2,8,2,3655,3,6,1,5,5
3,2,8,2,3655,3,7,1,5,5
3,2,8,2,3655,3,8,1,5,5
3,2,8,2,3655,3,9,1,5,5
3,2,8,2,3655,3,10,1,5,5
3,2,8,2,3655,1,1,1,10,5
3,2,8,2,3655,1,2,1,10,5
3,2,8,2,3655,1,3,1,10,5
3,2,8,2,3655,1,4,1,10,5
3,2,8,2,3655,1,5,1,10,5
3,2,8,3,4161,1,,1,15,5
3,2,9,1,4150,6,,1,1,6
3,2,9,1,4150,5,,1,2,6
3,2,9,1,4150,5,,1,2,6
3,2,9,1,4150,4,,1,4,6
3,2,9,1,4150,3,,1,5,6
3,2,9,1,4150,2,,1,6,6
3,2,9,1,4150,1,,1,7,6
3,2,9,2,3705,16,,1,8,6
3,2,9,2,3705,15,,1,9,6
3,2,9,2,3705,15,,1,9,6
3,2,9,2,3705,14,,1,11,6
3,2,9,2,3705,14,,1,11,6
3,2,9,2,3705,13,,1,13,6
3,2,9,2,3705,13,,1,13,6
3,2,9,2,3705,12,,1,15,6
3,2,9,2,3705,12,,1,15,6
3,2,9,2,3705,11,,1,17,6
3,2,9,2,3705,11,,1,17,6
3,2,9,2,3705,10,,1,19,6
3,2,9,2,3705,10,,1,19,6
3,2,9,2,3705,9,,1,21,6
3,2,9,2,3705,9,,1,21,6
3,2,9,2,3705,8,,1,23,6
3,2,9,2,3705,8,,1,23,6
3,2,9,2,3705,7,,1,25,6
3,2,9,2,3705,7,,1,25,6
3,2,9,2,3705,6,,1,27,6
3,2,9,2,3705,6,,1,27,6
3,2,9,2,3705,5,,1,29,6
3,2,9,2,3705,5,,1,29,6
3,2,9,2,3705,4,,1,31,6
3,2,9,2,3705,4,,1,31,6
3,2,9,2,3705,3,,1,33,6
3,2,9,2,3705,3,,1,33,6
3,2,9,2,3705,2,,1,35,6
3,2,9,2,3705,2,,1,35,6
3,2,9,2,3705,1,,1,37,6
3,2,9,2,3705,1,,1,37,6
3,2,9,2,3719,6,,2,39,7
3,2,9,2,3719,5,,2,40,7
3,2,9,2,3719,4,,2,41,7
3,2,9,2,3719,3,,2,42,7
3,2,9,2,3719,2,,2,43,7
3,2,9,2,3719,1,,2,44,7
3,2,9,4,3770,6,,2,45,7
3,2,9,4,3770,5,,2,46,7
3,2,9,4,3770,4,,2,47,7
3,2,9,4,3770,3,,2,48,7
3,2,9,4,3770,2,,2,49,7
3,2,9,4,3770,1,,2,50,7
