frac_comun,radio_comu,mza_comuna,clado,hn,hp,hd,sgm_mza,rank,segmento
1,1,1,2,3355,1,2,1,1,1
1,1,1,3,5866,1,,1,2,1
1,1,1,3,5804,1,,1,3,1
1,1,2,2,3403,1,,1,1,2
1,1,2,2,3405,1,,1,2,2
1,1,2,2,3439,1,,1,3,2
1,1,2,3,5932,1,,1,4,2
1,1,3,1,5552,3,,1,1,3
1,1,3,3,5565,4,,1,2,3
1,1,3,3,5565,4,,1,2,3
1,1,3,3,5565,4,,1,2,3
1,1,3,3,5565,3,,1,5,3
1,1,3,3,5565,3,,1,5,3
1,1,3,3,5565,3,,1,5,3
1,1,3,3,5565,2,,1,8,3
1,1,3,3,5565,2,,1,8,3
1,1,3,3,5565,2,,1,8,3
1,1,3,3,5565,1,,1,11,3
1,1,3,3,5565,1,,1,11,3
1,1,3,3,5565,1,,1,11,3
1,1,3,3,5579,3,,1,14,3
1,1,3,3,5579,2,,1,15,3
1,1,3,3,5579,1,,1,16,3
1,1,3,3,5595,3,,1,17,3
1,1,3,3,5595,3,,1,17,3
1,1,3,3,5595,2,,1,19,3
1,1,3,3,5595,2,,1,19,3
1,1,3,3,5595,1,,1,21,3
1,1,3,3,5595,1,,1,21,3
1,1,4,1,5486,1,8,1,1,4
1,1,4,4,3846,2,,1,2,4
1,1,4,4,3340,0,2,1,3,4
1,1,4,4,3340,0,3,1,3,4
1,1,5,1,5316,8,,1,1,5
1,1,5,1,5316,8,,1,1,5
1,1,5,1,5316,8,,1,1,5
1,1,5,1,5316,7,,1,4,5
1,1,5,1,5316,7,,1,4,5
1,1,5,1,5316,7,,1,4,5
1,1,5,1,5316,6,,1,7,5
1,1,5,1,5316,6,,1,7,5
1,1,5,1,5316,6,,1,7,5
1,1,5,1,5316,5,,1,10,5
1,1,5,1,5316,5,,1,10,5
1,1,5,1,5316,5,,1,10,5
1,1,5,1,5316,4,,1,13,5
1,1,5,1,5316,4,,1,13,5
1,1,5,1,5316,4,,1,13,5
1,1,5,1,5316,3,,1,16,5
1,1,5,1,5316,3,,1,16,5
1,1,5,1,5316,3,,1,16,5
1,1,5,1,5316,2,,1,19,5
1,1,5,1,5316,2,,1,19,5
1,1,5,1,5316,2,,1,19,5
1,1,5,1,5316,1,,1,22,5
1,1,5,1,5316,1,,1,22,5
1,1,5,1,5316,1,,1,22,5
1,1,5,4,3374,1,1,1,25,5
1,1,5,4,3374,1,2,1,25,5
1,1,7,1,5496,0,,1,1,6
1,1,7,1,5478,0,,1,2,6
1,1,7,1,5412,0,,1,3,6
1,1,7,2,3417,0,,1,4,6
1,1,7,2,3419,0,1,1,5,6
1,1,7,2,3419,0,2,1,5,6
1,1,7,2,3429,1,8,1,7,6
1,1,7,2,3429,1,9,1,7,6
1,1,7,2,3429,1,10,1,7,6
1,1,7,2,3429,1,11,1,7,6
1,1,7,2,3429,1,12,1,7,6
1,1,7,2,3469,0,,1,12,6
1,1,7,2,3469,0,,1,12,6
1,1,7,2,3469,0,,1,12,6
1,1,7,4,3448,0,,1,15,6
1,1,7,4,3436,0,3,1,16,6
1,1,7,4,3436,0,4,1,16,6
1,2,13,2,3635,2,,1,1,1
1,2,13,2,3635,1,,1,2,1
1,2,13,3,5353,1,,1,3,1
1,2,16,3,7465,1,,1,1,2
1,2,17,1,5250,0,,1,1,3
1,2,17,2,3671,2,,1,2,3
1,2,17,2,3671,2,,1,2,3
1,2,17,2,3671,1,,1,4,3
1,2,17,2,3671,1,,1,4,3
1,2,17,2,3677,2,,1,6,3
1,2,17,2,3677,1,,1,7,3
1,2,18,2,3631,3,,1,1,4
1,2,18,2,3641,1,,1,2,4
1,2,18,3,5249,1,,1,3,4
1,2,18,3,5249,0,,1,4,4
1,2,18,3,5249,0,,1,4,4
1,2,18,3,5257,0,,1,6,4
1,2,18,4,3628,0,,1,7,4
1,2,29,3,5119,2,,1,1,5
1,2,29,3,5119,1,,1,2,5
1,2,29,3,5119,1,,1,2,5
1,2,29,3,5151,1,,1,4,5
1,2,29,3,5151,1,,1,4,5
1,2,29,4,3636,1,3,1,6,5
1,2,29,4,3636,1,4,1,6,5
1,2,30,3,5137,1,,1,1,6
1,2,30,4,3688,1,,1,2,6
1,2,31,3,7341,1,3,1,1,7
1,2,33,1,5094,2,,1,1,8
1,2,33,1,5094,2,,1,1,8
1,2,33,1,5094,1,,1,3,8
1,2,33,1,5094,1,,1,3,8
1,2,34,3,3614,7,,1,1,9
1,2,34,3,3614,6,,1,2,9
1,2,34,3,3614,6,,1,2,9
1,2,34,3,3614,5,,1,4,9
1,2,34,3,3614,5,,1,4,9
1,2,34,3,3614,5,,1,4,9
1,2,34,3,3614,4,,1,7,9
1,2,34,3,3614,4,,1,7,9
1,2,34,3,3614,4,,1,7,9
1,2,34,3,3614,3,,1,10,9
1,2,34,3,3614,3,,1,10,9
1,2,34,3,3614,3,,1,10,9
1,2,34,3,3614,2,,1,13,9
1,2,34,3,3614,2,,1,13,9
1,2,34,3,3614,2,,1,13,9
1,2,34,3,3614,1,,1,16,9
1,2,34,3,3614,1,,1,16,9
1,2,34,3,3614,1,,1,16,9
1,3,6,1,5326,0,,1,1,1
1,3,6,2,3419,0,,1,2,1
1,3,6,3,5351,0,,1,3,1
1,3,6,3,5393,0,,1,4,1
1,3,6,3,5395,0,,1,5,1
1,3,6,4,3466,0,,1,6,1
1,3,6,4,3452,0,1,1,7,1
1,3,6,4,3452,0,2,1,7,1
1,3,6,4,3440,2,,1,9,1
1,3,6,4,3440,2,,1,9,1
1,3,6,4,3440,2,,1,9,1
1,3,6,4,3440,1,,1,12,1
1,3,6,4,3440,1,,1,12,1
1,3,6,4,3440,1,,1,12,1
1,3,6,4,3416,1,,1,15,1
1,3,10,3,5321,1,,1,1,2
1,3,10,3,5365,1,,1,2,2
1,3,19,1,5286,1,2,1,1,3
1,3,19,1,5286,0,1,1,2,3
1,3,19,3,5273,0,1,1,3,3
1,3,19,3,5273,0,2,1,3,3
1,3,19,3,5295,1,1,1,5,3
1,3,19,3,5295,0,2,1,6,3
1,3,19,4,3556,1,,1,7,3
1,3,20,1,5290,1,,1,1,4
1,3,20,1,5290,1,,1,1,4
1,3,20,1,5290,0,,1,3,4
1,3,20,1,5290,0,,1,3,4
1,3,20,1,5284,0,1,1,5,4
1,3,20,1,5284,0,2,1,5,4
1,3,20,1,5236,0,2,1,7,4
1,3,20,1,5236,0,3,1,7,4
1,3,20,1,5206,1,,1,9,4
1,3,20,1,5206,1,,1,9,4
1,3,20,2,3535,2,1,1,11,4
1,3,20,2,3535,2,2,1,11,4
1,3,20,2,3535,2,3,1,11,4
1,3,20,2,3535,1,1,1,14,4
1,3,20,2,3535,1,2,1,14,4
1,3,20,2,3535,1,3,1,14,4
1,3,20,2,3535,0,1,1,17,4
1,3,20,2,3535,0,2,1,17,4
1,3,20,2,3535,0,3,1,17,4
1,3,21,2,3405,1,1,1,1,5
1,3,21,2,3405,1,2,1,1,5
1,3,21,2,3405,1,3,1,1,5
1,3,21,2,3417,1,3,1,4,5
1,3,21,2,3417,1,4,1,4,5
1,3,21,2,3417,0,1,1,6,5
1,3,21,2,3417,0,2,1,6,5
1,3,21,2,3459,0,2,1,8,5
1,3,21,2,3465,1,1,1,9,5
1,3,21,2,3465,1,2,1,9,5
1,3,21,2,3493,1,,1,11,5
1,3,21,2,3493,1,,1,11,5
1,3,21,3,5271,0,1,1,13,5
1,3,21,3,5271,0,2,1,13,5
1,3,21,4,3426,1,,1,15,5
1,3,21,4,3426,0,,1,16,5
1,3,28,1,3507,1,,1,1,6
1,3,28,1,3507,1,,1,1,6
1,3,28,1,3565,1,,1,3,6
1,3,28,1,3593,1,,1,4,6
1,3,28,2,5137,1,,1,5,6
1,3,28,3,3564,1,,1,6,6
1,3,28,3,3564,1,,1,6,6
1,3,28,3,3558,0,,1,8,6
1,4,22,4,3340,5,,1,1,1
1,4,22,4,3340,4,425,1,2,1
1,4,22,4,3340,4,426,1,2,1
1,4,22,4,3340,4,427,1,2,1
1,4,22,4,3340,4,428,1,2,1
1,4,22,4,3340,4,429,1,2,1
1,4,22,4,3340,4,430,1,2,1
1,4,22,4,3340,4,431,1,2,1
1,4,22,4,3340,4,432,1,2,1
1,4,22,4,3340,4,433,1,2,1
1,4,22,4,3340,4,434,1,2,1
1,4,22,4,3340,3,325,1,12,1
1,4,22,4,3340,3,326,1,12,1
1,4,22,4,3340,3,327,1,12,1
1,4,22,4,3340,3,328,1,12,1
1,4,22,4,3340,3,330,1,12,1
1,4,22,4,3340,3,331,1,12,1
1,4,22,4,3340,3,333,1,12,1
1,4,22,4,3340,3,334,1,12,1
1,4,22,4,3340,2,225,1,20,1
1,4,22,4,3340,2,226,1,20,1
1,4,22,4,3340,2,227,1,20,1
1,4,22,4,3340,2,228,1,20,1
1,4,22,4,3340,2,229,1,20,1
1,4,22,4,3340,2,230,1,20,1
1,4,22,4,3340,2,231,1,20,1
1,4,22,4,3340,2,232,1,20,1
1,4,22,4,3340,2,233,1,20,1
1,4,22,4,3340,2,234,1,20,1
1,4,22,4,3340,1,101,1,30,1
1,4,22,4,3340,1,102,1,30,1
1,4,22,4,3340,1,103,1,30,1
1,4,22,4,3340,1,104,1,30,1
1,4,22,4,3340,1,105,1,30,1
1,4,22,4,3340,1,106,1,30,1
1,4,22,4,3340,1,107,1,30,1
1,4,22,4,3340,1,108,1,30,1
1,4,22,4,3340,1,109,1,30,1
1,4,22,4,3340,1,110,1,30,1
1,4,22,4,3340,1,111,1,30,1
1,4,22,4,3340,1,112,1,30,1
1,4,22,4,3340,1,113,1,30,1
1,4,22,4,3340,1,114,1,30,1
1,4,22,4,3340,1,115,1,30,1
1,4,22,4,3340,1,116,1,30,1
1,4,22,4,3340,1,117,1,30,1
1,4,22,4,3340,1,118,1,30,1
1,4,22,4,3340,1,119,1,30,1
1,4,22,4,3340,1,120,1,30,1
1,4,22,4,3340,1,121,1,30,1
1,4,22,4,3340,1,122,1,30,1
1,4,22,4,3340,1,123,1,30,1
1,4,22,4,3340,1,124,1,30,1
1,4,22,4,3340,1,125,1,30,1
1,4,22,4,3340,1,126,1,30,1
1,4,22,4,3340,1,127,1,30,1
1,4,22,4,3340,1,128,1,30,1
1,4,22,4,3340,1,129,1,30,1
1,4,22,4,3340,1,130,1,30,1
1,4,22,4,3340,1,131,1,30,1
1,4,22,4,3340,1,132,1,30,1
1,4,22,4,3340,1,133,1,30,1
1,4,22,4,3340,1,134,1,30,1
1,4,22,4,3340,1,135,1,30,1
1,4,22,4,3340,1,136,1,30,1
1,4,22,4,3340,1,137,1,30,1
1,4,22,4,3340,1,138,1,30,1
1,4,22,4,3340,1,139,1,30,1
1,4,22,4,3340,1,140,1,30,1
1,4,22,4,3340,1,141,1,30,1
1,4,22,4,3340,1,142,1,30,1
1,4,22,4,3340,1,143,1,30,1
1,4,22,4,3340,1,144,1,30,1
1,4,22,4,3340,1,145,1,30,1
1,4,22,4,3340,1,146,1,30,1
1,4,22,4,3340,1,147,1,30,1
1,4,22,4,3340,1,148,1,30,1
1,4,23,1,5174,0,8,1,1,2
1,4,23,1,5120,1,1,1,2,2
1,4,23,2,3315,1,2,1,3,2
1,4,23,2,3341,1,1,1,4,2
1,4,41,2,3335,1,,1,1,3
1,4,41,2,3363,1,1,1,2,3
1,4,41,2,3369,1,,1,3,3
1,4,41,2,3369,1,,1,3,3
1,4,41,2,3393,1,,1,5,3
1,4,41,2,3393,1,,1,5,3
1,4,41,2,3393,1,,1,5,3
1,4,41,2,3393,1,,1,5,3
1,4,41,3,5063,1,1,1,9,3
1,4,41,3,5087,1,3,1,10,3
1,4,41,3,5093,1,,1,11,3
1,4,42,2,3325,1,1,1,1,4
1,4,42,2,3351,1,,1,2,4
1,4,42,2,3365,1,,1,3,4
1,4,42,2,3373,1,6,1,4,4
1,4,42,2,3373,1,7,1,4,4
1,4,42,2,3373,1,8,1,4,4
1,4,42,2,3373,1,9,1,4,4
1,4,42,3,4941,1,4,1,8,4
1,4,42,3,4955,1,1,1,9,4
1,4,42,3,4955,1,2,1,9,4
1,4,42,3,4955,1,3,1,9,4
1,4,42,4,3374,1,,1,12,4
1,4,42,4,3364,3,,1,13,4
1,5,24,2,3463,1,,1,1,1
1,5,25,3,5177,2,7,1,1,2
1,5,25,3,5177,2,8,1,1,2
1,5,25,3,5177,2,9,1,1,2
1,5,25,3,5177,1,4,1,4,2
1,5,25,3,5177,1,5,1,4,2
1,5,25,3,5177,1,6,1,4,2
1,5,39,1,5090,1,3,1,1,3
1,5,39,1,5086,1,,1,2,3
1,5,39,3,5039,1,1,1,3,3
1,5,39,3,5053,2,,1,4,3
1,5,39,3,5053,1,,1,5,3
1,5,39,4,3496,1,1,1,6,3
1,5,40,1,5064,2,3,1,1,4
1,5,40,1,5064,2,4,1,1,4
1,5,40,1,5064,1,1,1,3,4
1,5,40,1,5064,1,2,1,3,4
1,5,40,1,5032,1,1,1,5,4
1,5,40,3,5045,3,3,1,6,4
1,5,40,3,5045,2,2,1,7,4
1,5,40,3,5045,1,1,1,8,4
1,5,40,4,3446,2,,1,9,4
1,5,43,1,4984,1,1,1,1,5
1,5,43,1,4918,1,,1,2,5
1,5,43,3,4929,1,,1,3,5
1,5,43,4,3418,2,3,1,4,5
1,5,43,4,3418,1,2,1,5,5
1,5,44,3,4915,2,7,1,1,6
1,5,44,3,4915,1,4,1,2,6
1,5,44,3,4915,1,5,1,2,6
1,5,44,3,4915,1,6,1,2,6
1,6,26,1,5186,1,1,1,1,1
1,6,26,1,5184,1,1,1,2,1
1,6,26,3,3546,1,1,1,3,1
1,6,26,3,3502,2,1,1,4,1
1,6,26,3,3502,2,2,1,4,1
1,6,26,3,3502,1,1,1,6,1
1,6,36,1,5082,1,,1,1,2
1,6,36,2,3693,2,,1,2,2
1,6,36,2,3693,1,,1,3,2
1,6,36,2,3693,1,,1,3,2
1,6,36,2,3693,1,,1,3,2
1,6,37,1,5064,2,,1,1,3
1,6,37,1,5064,1,,1,2,3
1,6,38,1,5084,0,,1,1,4
1,6,38,1,5050,1,,1,2,4
1,6,38,1,5036,0,,1,3,4
1,6,38,2,3511,0,,1,4,4
1,6,38,2,3515,0,,1,5,4
1,6,38,3,5051,0,,1,6,4
1,6,45,1,4920,2,,1,1,5
1,6,45,1,4920,1,,1,2,5
1,6,45,3,4935,1,3,1,3,5
1,6,46,3,4929,1,,1,1,6
1,6,46,3,4931,0,1,1,2,6
1,6,46,3,4957,1,3,1,3,6
1,6,46,3,4957,0,2,1,4,6
1,6,46,3,4995,2,4,1,5,6
1,6,46,3,4995,1,2,1,6,6
1,6,46,3,4995,1,3,1,6,6
1,6,46,3,4995,0,1,1,8,6
1,6,47,3,4939,1,1,1,1,7
1,6,47,3,4939,0,2,1,2,7
1,6,48,3,7109,1,,1,1,8
1,7,49,2,7035,7,15,1,1,1
1,7,49,2,7035,7,16,1,1,1
1,7,49,2,7035,6,13,1,3,1
1,7,49,2,7035,6,14,1,3,1
1,7,49,2,7035,5,11,1,5,1
1,7,49,2,7035,5,12,1,5,1
1,7,49,2,7035,4,9,1,7,1
1,7,49,2,7035,4,10,1,7,1
1,7,49,2,7035,3,7,1,9,1
1,7,49,2,7035,3,8,1,9,1
1,7,49,2,7035,2,5,1,11,1
1,7,49,2,7035,2,6,1,11,1
1,7,49,2,7035,1,3,1,13,1
1,7,49,2,7035,1,4,1,13,1
1,7,49,3,3628,1,,1,15,1
1,7,50,1,4820,1,1,1,1,2
1,7,50,2,3559,6,,1,2,2
1,7,50,2,3559,5,,1,3,2
1,7,50,2,3559,5,,1,3,2
1,7,50,2,3559,4,,1,5,2
1,7,50,2,3559,3,,1,6,2
1,7,50,2,3559,2,,1,7,2
1,7,50,2,3559,1,,1,8,2
1,7,50,2,3571,1,7,1,9,2
1,7,50,3,4831,1,5,1,10,2
1,7,50,3,4831,1,6,1,10,2
1,7,50,4,3556,1,,1,12,2
1,7,50,4,3556,0,,1,13,2
1,7,51,1,4746,1,,1,1,3
1,7,51,1,4746,1,,1,1,3
1,7,51,1,4746,1,,1,1,3
1,7,51,1,4746,1,,1,1,3
1,7,51,1,4718,1,,1,5,3
1,7,51,2,3511,1,,1,6,3
1,7,51,2,3511,1,,1,6,3
1,7,51,2,3511,1,,1,6,3
1,7,51,3,6911,1,,1,9,3
1,7,51,3,6931,1,,1,10,3
1,7,51,3,6937,1,,1,11,3
1,7,51,3,6963,1,,1,12,3
1,7,51,4,3588,1,,1,13,3
1,7,51,4,3566,5,,1,14,3
1,7,51,4,3566,5,,1,14,3
1,7,51,4,3566,4,,1,16,3
1,7,51,4,3566,4,,1,16,3
1,7,51,4,3566,3,,1,18,3
1,7,51,4,3566,3,,1,18,3
1,7,51,4,3566,2,,1,20,3
1,7,51,4,3566,2,,1,20,3
1,7,51,4,3566,1,,1,22,3
1,7,51,4,3566,1,,1,22,3
1,7,51,4,3550,3,15,1,24,3
1,7,51,4,3550,3,16,1,24,3
1,7,51,4,3550,3,17,1,24,3
1,7,51,4,3550,2,12,1,27,3
1,7,51,4,3550,2,13,1,27,3
1,7,51,4,3550,2,14,1,27,3
1,7,51,4,3550,1,7,1,30,3
1,7,51,4,3550,1,8,1,30,3
1,7,51,4,3550,1,9,1,30,3
1,7,51,4,3550,1,10,1,30,3
1,7,51,4,3550,1,11,1,30,3
1,7,51,4,3538,2,,1,35,3
1,7,51,4,3538,1,,1,36,3
1,7,51,4,3538,1,,1,36,3
1,7,51,4,3538,1,,1,36,3
1,7,51,4,3538,1,,1,36,3
1,7,52,1,4808,4,,1,1,4
1,7,52,1,4808,3,,1,2,4
1,7,52,1,4808,2,,1,3,4
1,7,52,1,4808,1,,1,4,4
1,7,52,4,3506,2,,1,5,4
1,7,52,4,3506,1,,1,6,4
1,7,53,1,4898,3,,1,1,5
1,7,53,1,4898,3,,1,1,5
1,7,53,1,4898,2,,1,3,5
1,7,53,1,4898,2,,1,3,5
1,7,53,1,4898,1,,1,5,5
1,7,53,1,4898,1,,1,5,5
1,7,53,1,4876,1,3,1,7,5
1,7,53,3,4833,8,,1,8,5
1,7,53,3,4833,7,,1,9,5
1,7,53,3,4833,7,,1,9,5
1,7,53,3,4833,6,,1,11,5
1,7,53,3,4833,6,,1,11,5
1,7,53,3,4833,5,,1,13,5
1,7,53,3,4833,5,,1,13,5
1,7,53,3,4833,4,,1,15,5
1,7,53,3,4833,4,,1,15,5
1,7,53,3,4833,3,,1,17,5
1,7,53,3,4833,3,,1,17,5
1,7,53,3,4833,2,,1,19,5
1,7,53,3,4833,2,,1,19,5
1,7,53,3,4833,1,,1,21,5
1,7,53,3,4833,1,,1,21,5
1,7,53,3,4837,3,,1,23,5
1,7,53,3,4837,2,,1,24,5
1,7,53,3,4837,2,,1,24,5
1,7,53,3,4837,2,,1,24,5
1,7,53,3,4837,1,,1,27,5
1,7,53,3,4837,1,,1,27,5
1,7,53,3,4837,1,,1,27,5
1,7,53,3,4877,2,3,1,30,5
1,7,53,3,4877,2,4,1,30,5
1,7,53,3,4877,1,1,1,32,5
1,7,53,3,4877,1,2,1,32,5
1,7,54,2,3451,8,,1,1,6
1,7,54,2,3451,7,,1,2,6
1,7,54,2,3451,7,,1,2,6
1,7,54,2,3451,6,,1,4,6
1,7,54,2,3451,6,,1,4,6
1,7,54,2,3451,6,,1,4,6
1,7,54,2,3451,6,,1,4,6
1,7,54,2,3451,5,,1,8,6
1,7,54,2,3451,5,,1,8,6
1,7,54,2,3451,5,,1,8,6
1,7,54,2,3451,5,,1,8,6
1,7,54,2,3451,4,,1,12,6
1,7,54,2,3451,4,,1,12,6
1,7,54,2,3451,4,,1,12,6
1,7,54,2,3451,4,,1,12,6
1,7,54,2,3451,3,,1,16,6
1,7,54,2,3451,3,,1,16,6
1,7,54,2,3451,3,,1,16,6
1,7,54,2,3451,3,,1,16,6
1,7,54,2,3451,2,,1,20,6
1,7,54,2,3451,2,,1,20,6
1,7,54,2,3451,2,,1,20,6
1,7,54,2,3451,2,,1,20,6
1,7,54,2,3451,1,,1,24,6
1,7,54,2,3451,1,,1,24,6
1,7,54,2,3451,1,,1,24,6
1,7,54,2,3451,1,,1,24,6
1,7,54,2,3489,1,,1,28,6
1,7,54,3,4725,1,,1,29,6
1,7,54,3,4725,0,,2,30,7
1,8,55,2,3437,1,,1,1,1
1,8,55,2,3445,1,,1,2,1
1,8,55,4,3414,4,,1,3,1
1,8,55,4,3414,3,,1,4,1
1,8,55,4,3414,3,,1,4,1
1,8,55,4,3414,2,,1,6,1
1,8,55,4,3414,2,,1,6,1
1,8,55,4,3414,1,,1,8,1
1,8,55,4,3414,1,,1,8,1
1,8,55,4,3414,0,,1,10,1
1,8,56,1,4856,2,3,1,1,2
1,8,56,1,4856,2,,1,1,2
1,8,56,1,4856,1,,1,3,2
1,8,56,1,4856,1,,1,3,2
1,8,56,1,4830,2,8,1,5,2
1,8,56,1,4830,1,5,1,6,2
1,8,56,1,4830,1,6,1,6,2
1,8,56,1,4830,1,7,1,6,2
1,8,56,2,3421,1,6,1,9,2
1,8,56,2,3421,1,7,1,9,2
1,8,56,2,3421,1,8,1,9,2
1,8,56,2,3421,1,9,1,9,2
1,8,56,2,3421,1,10,1,9,2
1,8,56,2,3425,1,2,1,14,2
1,8,56,3,4813,1,1,1,15,2
1,8,57,1,4860,1,3,1,1,3
1,8,57,1,4860,1,4,1,1,3
1,8,57,1,4860,1,5,1,1,3
1,8,57,1,4860,0,1,1,4,3
1,8,57,1,4860,0,2,1,4,3
1,8,57,1,4854,0,1,1,6,3
1,8,57,1,4854,0,2,1,6,3
1,8,57,1,4842,1,,1,8,3
1,8,57,1,4842,1,,1,8,3
1,8,57,1,4814,0,2,1,10,3
1,8,57,1,4812,1,,1,11,3
1,8,57,1,4812,0,,1,12,3
1,8,57,2,3337,1,,1,13,3
1,8,57,2,3367,1,,1,14,3
1,8,57,2,3367,0,,1,15,3
1,8,57,2,3367,0,,1,15,3
1,8,57,2,3367,0,,1,15,3
1,8,57,2,3381,1,,1,18,3
1,8,57,2,3395,3,,1,19,3
1,8,57,2,3395,3,,1,19,3
1,8,57,2,3395,2,,1,21,3
1,8,57,2,3395,2,,1,21,3
1,8,57,2,3395,1,,1,23,3
1,8,57,2,3395,1,,1,23,3
1,8,57,2,3395,0,,1,25,3
1,8,57,2,3395,0,,1,25,3
1,8,57,3,4817,0,1,1,27,3
1,8,57,3,4817,0,2,1,27,3
1,8,57,3,4823,1,4,1,29,3
1,8,57,3,4823,0,2,1,30,3
1,8,57,3,4823,0,3,1,30,3
1,8,57,3,4829,0,,1,32,3
1,8,57,3,4829,0,,1,32,3
1,8,57,3,4859,3,3,1,34,3
1,8,57,3,4859,2,2,1,35,3
1,8,57,3,4859,1,1,1,36,3
1,8,57,3,4859,0,,2,37,4
1,8,57,3,4859,0,,2,37,4
1,8,57,3,4883,0,,2,39,4
1,8,57,3,4883,0,,2,39,4
1,8,57,4,3392,1,,2,41,4
1,8,57,4,3392,1,,2,41,4
1,8,57,4,3376,8,,2,43,4
1,8,57,4,3376,7,,2,44,4
1,8,57,4,3376,7,,2,44,4
1,8,57,4,3376,6,,2,46,4
1,8,57,4,3376,6,,2,46,4
1,8,57,4,3376,5,,2,48,4
1,8,57,4,3376,5,,2,48,4
1,8,57,4,3376,4,,2,50,4
1,8,57,4,3376,4,,2,50,4
1,8,57,4,3376,3,,2,52,4
1,8,57,4,3376,3,,2,52,4
1,8,57,4,3376,2,,2,54,4
1,8,57,4,3376,2,,2,54,4
1,8,57,4,3376,1,,2,56,4
1,8,57,4,3376,1,,2,56,4
1,8,57,4,3346,8,,2,58,4
1,8,57,4,3346,7,,2,59,4
1,8,57,4,3346,7,,2,59,4
1,8,57,4,3346,6,,2,61,4
1,8,57,4,3346,6,,2,61,4
1,8,57,4,3346,5,,2,63,4
1,8,57,4,3346,5,,2,63,4
1,8,57,4,3346,4,,2,65,4
1,8,57,4,3346,4,,2,65,4
1,8,57,4,3346,3,,2,67,4
1,8,57,4,3346,3,,2,67,4
1,8,57,4,3346,2,,2,69,4
1,8,57,4,3346,2,,2,69,4
1,8,57,4,3346,1,,2,71,4
1,8,57,4,3346,1,,2,71,4
1,8,57,4,3346,0,0,3,73,5
1,8,57,4,3342,1,,3,74,5
1,8,57,4,3312,1,3,3,75,5
1,8,57,4,3312,0,1,3,76,5
1,8,57,4,3312,0,2,3,76,5
1,8,58,1,4798,2,,1,1,6
1,8,58,1,4798,2,,1,1,6
1,8,58,1,4798,1,,1,3,6
1,8,58,1,4798,1,,1,3,6
1,8,58,2,3333,4,,1,5,6
1,8,58,2,3383,8,,1,6,6
1,8,58,2,3383,8,,1,6,6
1,8,58,2,3383,8,,1,6,6
1,8,58,2,3383,7,,1,9,6
1,8,58,2,3383,7,,1,9,6
1,8,58,2,3383,7,,1,9,6
1,8,58,2,3383,6,,1,12,6
1,8,58,2,3383,6,,1,12,6
1,8,58,2,3383,6,,1,12,6
1,8,58,2,3383,6,,1,12,6
1,8,58,2,3383,5,,1,16,6
1,8,58,2,3383,5,,1,16,6
1,8,58,2,3383,5,,1,16,6
1,8,58,2,3383,5,,1,16,6
1,8,58,2,3383,4,,1,20,6
1,8,58,2,3383,4,,1,20,6
1,8,58,2,3383,4,,1,20,6
1,8,58,2,3383,3,,1,23,6
1,8,58,2,3383,3,,1,23,6
1,8,58,2,3383,3,,1,23,6
1,8,58,2,3383,3,,1,23,6
1,8,58,2,3383,2,,1,27,6
1,8,58,2,3383,2,,1,27,6
1,8,58,2,3383,2,,1,27,6
1,8,58,2,3383,2,,1,27,6
1,8,58,2,3383,1,,1,31,6
1,8,58,2,3383,1,,1,31,6
1,8,58,2,3383,1,,1,31,6
1,8,58,2,3383,1,,1,31,6
1,8,58,2,3385,1,,1,35,6
1,8,58,3,4745,7,,1,36,6
1,8,58,3,4745,7,,1,36,6
1,8,58,3,4745,7,,1,36,6
1,8,58,3,4745,6,,2,39,7
1,8,58,3,4745,6,,2,39,7
1,8,58,3,4745,6,,2,39,7
1,8,58,3,4745,5,,2,42,7
1,8,58,3,4745,5,,2,42,7
1,8,58,3,4745,5,,2,42,7
1,8,58,3,4745,4,,2,45,7
1,8,58,3,4745,4,,2,45,7
1,8,58,3,4745,4,,2,45,7
1,8,58,3,4745,3,,2,48,7
1,8,58,3,4745,3,,2,48,7
1,8,58,3,4745,3,,2,48,7
1,8,58,3,4745,2,,2,51,7
1,8,58,3,4745,2,,2,51,7
1,8,58,3,4745,2,,2,51,7
1,8,58,3,4745,1,,2,54,7
1,8,58,3,4745,1,,2,54,7
1,8,58,3,4745,1,,2,54,7
1,8,58,3,4779,1,,2,57,7
1,8,58,4,3336,1,,2,58,7
1,9,59,4,3390,2,,1,1,1
1,9,59,4,3390,2,,1,1,1
1,9,59,4,3390,1,,1,3,1
1,9,59,4,3390,1,,1,3,1
1,9,59,4,3378,1,,1,5,1
1,9,59,4,3374,3,,1,6,1
1,9,59,4,3374,2,,1,7,1
1,9,59,4,3374,1,,1,8,1
1,9,59,4,3372,1,,1,9,1
1,9,60,1,4668,1,3,1,1,2
1,9,60,1,4668,1,4,1,1,2
1,9,60,1,4608,6,,1,3,2
1,9,60,1,4608,6,,1,3,2
1,9,60,1,4608,5,,1,5,2
1,9,60,1,4608,5,,1,5,2
1,9,60,1,4608,4,,1,7,2
1,9,60,1,4608,4,,1,7,2
1,9,60,1,4608,3,,1,9,2
1,9,60,1,4608,3,,1,9,2
1,9,60,1,4608,2,,1,11,2
1,9,60,1,4608,2,,1,11,2
1,9,60,1,4608,1,,1,13,2
1,9,60,1,4608,1,,1,13,2
1,9,60,2,3403,2,5,1,15,2
1,9,60,2,3403,1,3,1,16,2
1,9,60,2,3403,1,4,1,16,2
1,9,60,3,4673,2,,1,18,2
